Map	Roundtype	Blue Team	Red Team	time	len	KB	KR	UB	UR	FB	Death Sequence
Numbani	Defense	 NYE	 HOU	3:04	24	4	1	2	0	R	WinstonMercyZenyattaD.VaSoldier: 76
Numbani	Defense	 NYE	 HOU	4:18	48	6	3	4	5	R	Soldier: 76WinstonWinstonD.VaSoldier: 76WinstonZenyattaMercyTracer
Numbani	Defense	 NYE	 HOU	5:32	52	8	7	4	5	R	Soldier: 76WinstonSoldier: 76D.VaD.VaZenyattaMercySoldier: 76ZenyattaTracerZenyattaWinstonSoldier: 76D.VaTracer
Junkertown	Attack	 SEO	 GLA	7:23	17	6	0	2	2	B	WinstonD.VaTracerMercyGenjiMei
Junkertown	Attack	 SEO	 GLA	6:57	19	5	1	3	2	B	GenjiWinstonZenyattaMercyMccreeTracer
Junkertown	Attack	 SEO	 GLA	6:01	25	6	4	2	1	R	ZenyattaMercyWinstonWinstonJunkratTracerD.VaGenjiD.VaZenyatta
Junkertown	Attack	 SEO	 GLA	5:04	28	3	5	3	3	B	TracerZenyattaGenjiMercyJunkratWidowmakerZenyattaRoadhog
Junkertown	Attack	 SEO	 GLA	4:12	30	2	4	1	1	R	JunkratWinstonOrisaZenyattaD.VaOrisa
Junkertown	Attack	 SEO	 GLA	3:17	26	5	1	4	1	B	MercyGenjiJunkratD.VaWinstonTracer
Junkertown	Attack	 SEO	 GLA	2:32	27	2	5	1	3	B	ZenyattaMeiWinstonJunkratMercyOrisaRoadhog
Junkertown	Attack	 SEO	 GLA	0:49	13	1	2	0	0	B	TracerOrisaMei
Junkertown	Attack	 SEO	 GLA	1:25	38	5	3	4	2	R	MercyZenyattaMercyOrisaD.VaWidowmakerGenjiWinston
Junkertown	Defense	 SEO	 GLA	6:52	47	3	12	4	5	R	ZenyattaMercyD.VaGenjiWinstonTracerTracerGenjiMercyZenyattaWinstonTracerMercyGenjiD.Va
Junkertown	Defense	 SEO	 GLA	6:22	10	0	4	1	0	R	TracerGenjiMercyWinston
Junkertown	Defense	 SEO	 GLA	5:36	23	5	3	1	1	B	ZenyattaMercyD.VaGenjiGenjiWinstonWinstonD.Va
Junkertown	Defense	 SEO	 GLA	4:40	32	4	7	4	2	R	TracerD.VaWinstonTracerD.VaWinstonZenyattaMercyZenyattaWinstonTracer
Junkertown	Defense	 SEO	 GLA	3:47	24	4	1	2	0	R	WinstonZenyattaLucioGenjiD.Va
Junkertown	Defense	 SEO	 GLA	2:49	32	2	6	2	4	R	GenjiMercyTracerD.VaWinstonD.VaTracerZenyatta
Junkertown	Defense	 SEO	 GLA	1:21	9	0	6	0	0	R	GenjiWinstonTracerZenyattaMercyD.Va
Junkertown	Defense	 SEO	 GLA	2:00	32	1	8	2	2	R	ZenyattaD.VaZenyattaGenjiWinstonTracerMercyZenyattaD.Va
Junkertown	Defense	 SEO	 GLA	0:33	14	1	6	0	0	R	MercyRoadhogMeiGenjiJunkratOrisaWidowmaker
Junkertown	Attack	 SEO	 GLA	1:35	18	1	5	1	3	R	ZenyattaTracerWidowmakerJunkratMercyRoadhog
Junkertown	Attack	 SEO	 GLA	0:47	16	5	1	0	0	B	TracerGenjiWinstonWidowmakerZenyattaMercy
Junkertown	Defense	 SEO	 GLA	0:59	19	6	1	1	0	B	ZenyattaWinstonGenjiLucioTracerD.VaWidowmaker
Junkertown	Defense	 SEO	 GLA	0:37	0	1	0	0	0	B	Zenyatta
Junkertown	Defense	 SEO	 GLA	0:08	0	1	0	0	0	B	Zenyatta
Horizon Lunar Colony	Attack	 SEO	 GLA	1:01	39	8	1	3	1	B	GenjiWinstonD.VaWinstonTracerMeiZenyattaWinstonJunkrat
Horizon Lunar Colony	Attack	 SEO	 GLA	0:28	29	4	2	0	1	B	WinstonD.VaTracerZenyattaMercySoldier: 76
Horizon Lunar Colony	Defense	 SEO	 GLA	7:36	78	6	15	5	5	B	AnaRoadhogWinstonTracerD.VaZenyattaWinstonMercyReaperD.VaTracerMeiReaperD.VaD.VaDoomfistLucioAnaSoldier: 76Soldier: 76Winston
Horizon Lunar Colony	Defense	 SEO	 GLA	6:20	44	6	3	5	4	R	ReaperRoadhogD.VaTracerMercyRoadhogZenyattaWinstonAna
Horizon Lunar Colony	Defense	 SEO	 GLA	5:32	1	1	1	0	0	B	MercyTracer
Horizon Lunar Colony	Defense	 SEO	 GLA	3:32	4	5	0	1	0	B	ReinhardtLucioMoiraZaryaRoadhog
Horizon Lunar Colony	Defense	 SEO	 GLA	4:21	30	6	2	3	5	B	RoadhogReaperReinhardtD.VaWinstonZaryaMoiraLucio
Horizon Lunar Colony	Defense	 SEO	 GLA	1:29	29	0	5	0	0	R	OrisaWidowmakerD.VaZenyattaMercy
Horizon Lunar Colony	Defense	 SEO	 GLA	2:20	29	5	2	2	2	B	ZaryaReaperReinhardtZenyattaLucioMoiraRoadhog
Horizon Lunar Colony	Defense	 SEO	 GLA	0:29	12	5	2	1	0	B	MoiraOrisaMercyLucioZaryaD.VaReinhardt
Horizon Lunar Colony	Attack	 SEO	 GLA	3:21	38	6	3	2	1	R	MoiraTracerMercyZenyattaWinstonTracerD.VaGenjiWinston
Horizon Lunar Colony	Attack	 SEO	 GLA	2:59	2	0	1	0	1	R	Lucio
Horizon Lunar Colony	Attack	 SEO	 GLA	2:12	20	1	3	0	1	R	LucioTracerGenjiMoira
Horizon Lunar Colony	Attack	 SEO	 GLA	1:12	30	3	6	1	1	R	LucioMercyTracerZenyattaSombraGenjiWinstonMoiraD.Va
Horizon Lunar Colony	Attack	 SEO	 GLA	0:55	0	0	1	0	0	R	Moira
Horizon Lunar Colony	Attack	 SEO	 GLA	0:39	0	0	1	0	0	R	Winston
Ilios	Ruins	 SEO	 GLA	3:15	44	8	2	4	4	B	TracerWinstonWinstonZenyattaWidowmakerWidowmakerMercyTracerD.VaWinston
Ilios	Ruins	 SEO	 GLA	1:58	34	2	6	0	1	R	ZenyattaTracerWinstonZenyattaD.VaZenyattaTracerWidowmaker
Ilios	Ruins	 SEO	 GLA	1:15	33	3	1	3	2	B	WidowmakerMercyD.VaZenyatta
Ilios	Ruins	 SEO	 GLA	0:57	9	1	1	0	0	B	WidowmakerMercy
Ilios	Ruins	 SEO	 GLA	0:26	14	3	0	0	0	B	MercyWinstonD.Va
Ilios	Lighthouse	 SEO	 GLA	4:20	40	6	3	2	2	R	TracerLucioD.VaMercyPharahWinstonD.VaLucioTracer
Ilios	Lighthouse	 SEO	 GLA	4:09	0	1	0	0	0	B	Pharah
Ilios	Lighthouse	 SEO	 GLA	3:30	21	6	2	1	1	B	MercyMercyD.VaPharahLucioTracerD.VaWinston
Ilios	Lighthouse	 SEO	 GLA	2:03	12	1	1	1	0	B	MercyLucio
Ilios	Lighthouse	 SEO	 GLA	2:18	30	0	6	2	3	R	PharahLucioMercyWinstonTracerD.Va
Ilios	Lighthouse	 SEO	 GLA	1:12	29	6	2	2	2	B	TracerWinstonWinstonD.VaLucioWinstonMercyMercy
Ilios	Lighthouse	 SEO	 GLA	0:20	30	3	7	0	0	B	WinstonTracerLucioD.VaMercyTracerWinstonD.VaMercyPharah
Numbani	Attack	 SEO	 GLA	5:00	48	10	5	5	4	B	WinstonDoomfistJunkratWinstonMccreeDoomfistMccreeJunkratZenyattaMercyD.VaWinstonTracerDoomfistZenyatta
Numbani	Attack	 SEO	 GLA	4:39	7	4	0	0	0	B	DoomfistZenyattaWinstonD.Va
Numbani	Attack	 SEO	 GLA	3:49	20	1	5	3	3	R	LucioGenjiMccreeZenyattaMercyD.Va
Numbani	Attack	 SEO	 GLA	3:19	10	0	2	0	0	R	MccreeD.Va
Numbani	Attack	 SEO	 GLA	2:10	4	2	0	0	0	B	DoomfistWinston
Numbani	Attack	 SEO	 GLA	2:33	8	0	2	0	0	R	PharahMercy
Numbani	Attack	 SEO	 GLA	1:19	34	7	3	4	0	B	Soldier: 76DoomfistGenjiGenjiMercyZenyattaDoomfistWinstonD.VaMercy
Numbani	Attack	 SEO	 GLA	0:26	24	6	1	0	0	R	DoomfistMercyWinstonDoomfistSoldier: 76AnaD.Va
Numbani	Attack	 SEO	 GLA	6:02	14	6	1	2	1	R	WinstonDoomfistWinstonD.VaTracerMercyZenyatta
Numbani	Defense	 SEO	 GLA	0:50	18	7	2	0	0	B	WinstonSoldier: 76WinstonGenjiZenyattaD.VaMercyWidowmakerSoldier: 76
Numbani	Defense	 SEO	 GLA	1:40	4	1	1	1	1	B	GenjiAna
Numbani	Defense	 SEO	 GLA	1:51	29	5	0	4	2	B	MercyD.VaSoldier: 76GenjiWinston
Numbani	Defense	 SEO	 GLA	2:59	22	6	3	2	2	B	Soldier: 76JunkratMercyD.VaD.VaJunkratZenyattaWinstonSoldier: 76
Numbani	Defense	 SEO	 GLA	3:41	29	6	1	3	2	B	TracerMercyGenjiWinstonD.VaJunkratZenyatta
