Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB,Death Sequence,Ults Blue,Ults Red,Teamcomp Blue,Teamcomp Red
Numbani,Attack, BOS, NYE,5:29,26,1,3,3,2,B,MccreeGenjiWinstonGenji,MercyTracerGenji,WinstonZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Numbani,Attack, BOS, NYE,6:33,28,3,5,0,1,R,ZenyattaTracerMccreeZenyattaWinstonJunkratZenyattaD.Va,,Junkrat,MccreeTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Numbani,Attack, BOS, NYE,7:11,19,1,4,1,1,R,TracerMercyWinstonD.VaD.Va,Tracer,Mccree,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Numbani,Defense, BOS, NYE,0:47,4,0,2,0,0,R,AnaSoldier: 76,,,Soldier: 76TracerAnaMercyD.VaWinston,MccreePharahMercyZenyattaD.VaWinston
Numbani,Defense, BOS, NYE,1:04,30,3,7,2,2,R,WinstonMercyMccreeAnaWinstonMccreeSoldier: 76D.VaWinstonTracer,AnaTracer,MercyPharah,Soldier: 76TracerAnaMercyD.VaWinston,MccreePharahMercyZenyattaD.VaWinston
Numbani,Defense, BOS, NYE,2:36,8,0,5,0,0,R,MercyD.VaTracerWinstonZenyatta,,,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Junkertown,Attack, VAL, DAL,0:11,27,6,1,0,0,B,ZenyattaWidowmakerWidowmakerOrisaJunkratZenyattaMercy,,,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,0:58,27,7,2,1,1,R,WidowmakerHanzoJunkratRoadhogWidowmakerOrisaZenyattaMercyWidowmaker,Mercy,Widowmaker,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,2:12,15,0,6,1,2,R,BastionOrisaWidowmakerRoadhogHanzoMercy,Hanzo,RoadhogJunkrat,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,3:08,41,6,5,3,5,R,RoadhogJunkratRoadhogWidowmakerTracerOrisaJunkratOrisaRoadhogRoadhogWidowmaker,MercyOrisaJunkrat,MercyZenyattaOrisaWidowmakerRoadhog,JunkratTracerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,4:06,41,5,3,0,2,B,JunkratOrisaZenyattaJunkratWidowmakerOrisaRoadhogWidowmaker,,WidowmakerJunkrat,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,5:00,60,6,4,5,4,B,JunkratOrisaWidowmakerZenyattaRoadhogJunkratMercyMercyWidowmakerWidowmaker,JunkratWidowmakerZenyattaOrisaRoadhog,MercyZenyattaRoadhogWidowmaker,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,6:16,6,1,1,1,1,R,JunkratOrisa,Mercy,Orisa,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,6:29,21,5,1,1,1,B,JunkratRoadhogJunkratWidowmakerMercyOrisa,Roadhog,Junkrat,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Defense, VAL, DAL,0:20,17,0,6,0,0,R,BastionWidowmakerOrisaRoadhogD.VaBastion,,,BastionWidowmakerMercyD.VaOrisaRoadhog,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Defense, VAL, DAL,1:17,14,0,5,0,2,R,OrisaMercyRoadhogZenyattaWidowmaker,,WidowmakerHanzo,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Defense, VAL, DAL,1:56,21,2,8,1,2,R,JunkratRoadhogOrisaJunkratRoadhogRoadhogWidowmakerZenyattaMercyOrisa,Mercy,BastionMercy,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Defense, VAL, DAL,2:44,91,4,17,5,6,B,WidowmakerRoadhogOrisaWidowmakerJunkratMercyOrisaWidowmakerZenyattaMercyBastionWinstonD.VaMercyWidowmakerTracerGenjiZenyattaWinstonD.VaMercy,JunkratZenyattaWidowmakerOrisaZenyatta,OrisaRoadhogWidowmakerMercyRoadhogHanzo,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Attack, VAL, DAL,0:16,28,6,2,0,0,B,OrisaHanzoMercyWidowmakerRoadhogJunkratZenyattaMercy,,,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,1:13,15,7,2,1,0,B,OrisaWidowmakerOrisaRoadhogRoadhogJunkratOrisaMercyZenyatta,Bastion,,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,1:55,35,8,4,4,3,B,RoadhogJunkratRoadhogHanzoBastionD.VaRoadhogHanzoD.VaWidowmakerMercyZenyatta,WidowmakerHanzoMercyOrisa,ZenyattaMercyWidowmaker,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaD.VaRoadhog
Junkertown,Attack, VAL, DAL,3:06,7,2,0,1,0,B,RoadhogD.Va,Bastion,,BastionWidowmakerTracerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaD.VaRoadhog
Junkertown,Attack, VAL, DAL,3:45,17,5,2,1,2,B,D.VaTracerWidowmakerMercyZenyattaJunkratMercy,Widowmaker,JunkratRoadhog,BastionWidowmakerTracerMercyOrisaRoadhog,JunkratWidowmakerMercyZenyattaD.VaRoadhog
Junkertown,Defense, VAL, DAL,0:21,11,1,4,0,0,R,BastionMercyWidowmakerOrisaReinhardt,,,BastionWidowmakerMercyZenyattaOrisaReinhardt,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Defense, VAL, DAL,0:57,31,2,7,1,1,R,WidowmakerWidowmakerOrisaZenyattaD.VaMercyJunkratWidowmakerWidowmaker,Widowmaker,Mercy,JunkratWidowmakerMercyZenyattaD.VaOrisa,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Defense, VAL, DAL,1:44,38,7,3,2,4,R,RoadhogBastionJunkratRoadhogWidowmakerBastionWidowmakerOrisaHanzoMercy,MercyZenyatta,WidowmakerRoadhogHanzoBastion,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Defense, VAL, DAL,2:43,8,2,0,1,0,B,JunkratZenyatta,Junkrat,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Defense, VAL, DAL,3:16,27,2,6,0,0,R,MercyWidowmakerWidowmakerRoadhogOrisaJunkratZenyattaOrisa,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Defense, VAL, DAL,4:12,0,1,1,0,0,R,ZenyattaJunkrat,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Defense, VAL, DAL,4:19,24,0,4,1,1,R,OrisaRoadhogWidowmakerJunkrat,Orisa,Roadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Defense, VAL, DAL,4:58,1,0,1,1,0,R,Widowmaker,Widowmaker,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Defense, VAL, DAL,5:11,26,4,7,4,5,B,WidowmakerJunkratJunkratOrisaMercyRoadhogRoadhogOrisaZenyattaZenyattaWidowmaker,ZenyattaMercyRoadhogJunkrat,ZenyattaMercyJunkratOrisaWidowmaker,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaOrisaRoadhog
Junkertown,Attack, VAL, DAL,0:08,10,1,3,0,0,R,HanzoOrisaWinstonBastion,,,BastionHanzoWidowmakerMercyOrisaRoadhog,LucioMoiraD.VaRoadhogWinstonZarya
Junkertown,Attack, VAL, DAL,0:49,19,6,1,1,1,B,ZaryaWinstonD.VaLucioWidowmakerMoiraRoadhog,Widowmaker,Moira,BastionWidowmakerReaperMercyOrisaRoadhog,LucioMoiraD.VaRoadhogWinstonZarya
Junkertown,Attack, VAL, DAL,1:42,16,5,1,1,0,B,D.VaTracerMercyMercyZenyattaGenji,Bastion,,BastionWidowmakerReaperMercyOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, VAL, DAL,2:31,18,5,0,1,0,B,TracerWinstonMercyZenyattaD.Va,Orisa,,BastionWidowmakerReaperMercyOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, VAL, DAL,3:12,19,2,5,3,3,B,WinstonWidowmakerBastionReaperMercyOrisaRoadhog,WidowmakerMercyReaper,GenjiZenyattaTracer,BastionWidowmakerReaperMercyOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Defense, VAL, DAL,0:07,31,2,4,0,0,R,MercyBastionOrisaGenjiWinstonTracer,,,GenjiTracerMercyZenyattaD.VaWinston,BastionHanzoWidowmakerMercyOrisaRoadhog
Junkertown,Defense, VAL, DAL,1:05,17,1,6,1,1,B,JunkratWinstonMercyD.VaZenyattaTracerGenji,Tracer,Roadhog,GenjiTracerMercyZenyattaD.VaWinston,BastionJunkratTracerMercyOrisaRoadhog
Junkertown,Defense, VAL, DAL,1:42,5,1,1,0,0,B,JunkratWinston,,,GenjiTracerMercyZenyattaD.VaWinston,BastionJunkratTracerMercyOrisaRoadhog
Horizon Lunar Colony,Attack, VAL, DAL,0:32,17,5,0,0,0,B,LucioReinhardtMoiraD.VaTracer,,,GenjiTracerMercyZenyattaD.VaWinston,TracerLucioMoiraD.VaReinhardtRoadhog
Horizon Lunar Colony,Attack, VAL, DAL,1:23,21,7,2,3,2,R,WinstonWinstonTracerTracerMercyD.VaWinstonZenyattaRoadhog,TracerMercyGenji,TracerRoadhog,GenjiTracerMercyZenyattaD.VaWinston,TracerMercyZenyattaD.VaRoadhogWinston
Horizon Lunar Colony,Defense, VAL, DAL,0:32,19,0,6,0,0,R,MercyOrisaTracerD.VaZenyattaWidowmaker,,,WidowmakerTracerMercyZenyattaD.VaOrisa,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Defense, VAL, DAL,1:06,13,1,6,0,1,B,LucioPharahTracerZenyattaD.VaMercyWinston,,Moira,PharahTracerMercyZenyattaD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Attack, VAL, DAL,0:27,12,0,2,0,0,R,WinstonReaper,,,ReaperTracerMercyZenyattaD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Attack, VAL, DAL,1:04,47,6,4,3,2,R,MercyZenyattaZaryaGenjiLucioReinhardtD.VaD.VaMoiraRoadhog,ZenyattaTracerWinston,MoiraReinhardt,GenjiTracerMercyZenyattaD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Attack, VAL, DAL,2:17,17,0,2,1,1,R,MercyZenyatta,Tracer,Lucio,GenjiTracerMercyZenyattaD.VaWinston,JunkratSoldier: 76LucioZenyattaD.VaWinston
Horizon Lunar Colony,Attack, VAL, DAL,3:17,74,16,1,5,4,B,MercyJunkratGenjiZenyattaD.VaWinstonZenyattaMeiMercyD.VaWinstonMeiTracerZenyattaD.VaWinstonTracer,MercyGenjiZenyattaWinstonTracer,WinstonSoldier: 76MercyZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratSoldier: 76MercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, VAL, DAL,0:17,21,0,6,0,0,R,D.VaTracerWinstonGenjiZenyattaMercy,,,GenjiTracerMercyZenyattaD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Defense, VAL, DAL,1:00,23,5,1,1,1,B,LucioMoiraZaryaReinhardtD.VaRoadhog,Genji,Moira,GenjiTracerMercyZenyattaD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Defense, VAL, DAL,1:54,43,3,5,4,6,R,WinstonGenjiRoadhogGenjiZaryaZenyattaLucioTracer,TracerMercyZenyattaWinston,ReinhardtLucioRoadhogZaryaReinhardtMoira,GenjiTracerMercyZenyattaD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Defense, VAL, DAL,3:14,30,4,8,1,2,R,ZenyattaMercyZenyattaGenjiMercyTracerD.VaWinstonGenjiMercyTracerD.Va,Tracer,TracerWidowmaker,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, VAL, DAL,4:02,3,3,0,1,0,B,WidowmakerMercyZenyatta,Zenyatta,,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, VAL, DAL,4:46,32,5,3,2,3,B,ZenyattaZenyattaZenyattaMercyZenyattaGenjiWinstonD.Va,MercyTracer,MercyWinstonTracer,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, VAL, DAL,5:42,14,2,1,3,1,R,WinstonD.VaWinston,WinstonGenjiZenyatta,Zenyatta,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, VAL, DAL,6:21,9,3,1,1,2,B,Soldier: 76MercyWinstonZenyatta,Tracer,Soldier: 76Tracer,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, VAL, DAL,0:07,29,4,2,0,0,B,MoiraZaryaWinstonD.VaReinhardtGenji,,,GenjiTracerAnaMercyD.VaWinston,LucioMoiraD.VaReinhardtRoadhogZarya
Horizon Lunar Colony,Defense, VAL, DAL,0:50,22,0,7,2,1,R,AnaAnaD.VaMercyWinstonGenjiTracer,AnaTracer,Moira,GenjiTracerAnaMercyD.VaWinston,WidowmakerLucioMoiraD.VaReinhardtRoadhog
Horizon Lunar Colony,Defense, VAL, DAL,1:40,24,6,3,4,3,R,GenjiReinhardtWinstonRoadhogMoiraZenyattaLucioWidowmakerD.Va,TracerGenjiMercyTracer,RoadhogLucioReinhardt,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerLucioMoiraD.VaReinhardtRoadhog
Horizon Lunar Colony,Attack, VAL, DAL,0:12,14,0,2,0,0,R,TracerD.Va,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratSoldier: 76TracerMercyD.VaOrisa
Horizon Lunar Colony,Attack, VAL, DAL,0:48,20,2,6,0,0,R,ZenyattaMercyMercyTracerWinstonD.VaJunkratGenji,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratSoldier: 76TracerMercyD.VaOrisa
Horizon Lunar Colony,Attack, VAL, DAL,1:47,8,0,3,1,2,R,WinstonTracerMercy,Tracer,MercyJunkrat,GenjiTracerMercyZenyattaD.VaWinston,JunkratSoldier: 76TracerMercyD.VaOrisa
Horizon Lunar Colony,Attack, VAL, DAL,2:25,32,7,2,4,2,R,GenjiOrisaD.VaSoldier: 76TracerJunkratD.VaMercySoldier: 76,MercyWinstonGenjiZenyatta,Soldier: 76Tracer,GenjiTracerMercyZenyattaD.VaWinston,JunkratSoldier: 76TracerMercyD.VaOrisa
Horizon Lunar Colony,Attack, VAL, DAL,3:22,29,3,5,2,4,B,OrisaTracerGenjiD.VaD.VaWinstonTracerMercy,TracerGenji,TracerMercyJunkratOrisa,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaOrisa
Ilios,Lighthouse, VAL, DAL,0:24,24,7,0,0,0,B,LucioTracerD.VaLucioWinstonPharahMercy,,,PharahTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, VAL, DAL,1:12,27,4,1,1,1,R,ZenyattaMercyWinstonTracerMercy,Tracer,Tracer,PharahTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, VAL, DAL,2:09,43,8,2,5,4,R,TracerPharahZenyattaLucioTracerMercyWinstonD.VaPharahLucio,MercyWinstonZenyattaPharahTracer,MercyWinstonLucioTracer,PharahTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Ruins, VAL, DAL,0:20,10,0,5,0,0,R,D.VaWinstonZenyattaMercyWidowmaker,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios,Ruins, VAL, DAL,0:52,13,2,2,1,2,R,WinstonZenyattaTracerGenji,Tracer,MercyWidowmaker,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios,Ruins, VAL, DAL,1:18,21,0,4,1,1,R,WidowmakerTracerD.VaWinston,Zenyatta,Winston,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios,Ruins, VAL, DAL,2:01,38,6,5,3,2,B,MercyZenyattaZenyattaMercyWidowmakerWidowmakerGenjiWinstonD.VaD.VaWidowmaker,WidowmakerWinstonTracer,GenjiWidowmaker,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios,Ruins, VAL, DAL,2:54,23,3,7,0,1,R,WidowmakerD.VaZenyattaMercyZenyattaWidowmakerTracerMercyD.VaWinston,,Zenyatta,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios,Ruins, VAL, DAL,3:39,45,6,2,2,2,B,ZenyattaWidowmakerWidowmakerZenyattaMercyWidowmakerZenyattaD.Va,ZenyattaTracer,WinstonGenji,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Ilios,Ruins, VAL, DAL,4:36,26,6,0,3,2,B,WidowmakerMercyGenjiD.VaZenyattaWinston,MercyWinstonWidowmaker,WidowmakerZenyatta,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerGenjiMercyZenyattaD.VaWinston
Numbani,Attack, VAL, DAL,0:30,15,4,5,0,0,B,D.VaWinstonWinstonMercyZenyattaTorbjörnPharahMercyTracer,,,PharahTracerMercyZenyattaD.VaWinston,TorbjörnSoldier: 76SombraMercyD.VaWinston
Numbani,Attack, VAL, DAL,1:20,17,6,2,0,1,B,D.VaWinstonWinstonSombraD.VaSoldier: 76MercyTorbjörn,,Sombra,PharahTracerMercyZenyattaD.VaWinston,TorbjörnSoldier: 76SombraMercyD.VaWinston
Numbani,Attack, VAL, DAL,2:10,27,5,1,2,0,B,MercyZenyattaTracerD.VaWidowmakerSoldier: 76,PharahMercy,,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, VAL, DAL,2:51,31,2,4,2,4,B,WinstonD.VaD.VaWinstonMercyGenji,TracerZenyatta,WinstonMercySoldier: 76Zenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, VAL, DAL,3:50,9,2,0,0,0,B,Soldier: 76D.Va,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, VAL, DAL,4:16,47,11,2,5,3,B,MccreeZaryaZenyattaZenyattaMercyMccreeWinstonZaryaJunkratMercyWinstonTracerZenyatta,TracerMercyGenjiWinstonTracer,JunkratWinstonMercy,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaWinstonZarya
Numbani,Defense, VAL, DAL,0:15,6,2,0,0,0,B,Soldier: 76Genji,,,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiSoldier: 76LucioMercyD.VaWinston
Numbani,Defense, VAL, DAL,0:49,73,11,9,6,4,R,Soldier: 76WinstonZenyattaD.VaMercyD.VaSoldier: 76TracerD.VaLucioGenjiSoldier: 76MercyZenyattaLucioSoldier: 76MercyGenjiWinstonD.Va,TracerMercyWinstonSoldier: 76ZenyattaTracer,MercyWinstonGenjiLucio,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiSoldier: 76LucioMercyD.VaWinston
Numbani,Defense, VAL, DAL,2:28,36,6,3,3,2,R,ZenyattaMercyD.VaLucioSoldier: 76GenjiSoldier: 76WinstonD.Va,WinstonMercyZenyatta,Soldier: 76Winston,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiSoldier: 76LucioMercyD.VaWinston
Numbani,Defense, VAL, DAL,3:34,23,6,1,2,1,B,GenjiWinstonGenjiZenyattaSoldier: 76LucioD.Va,Soldier: 76Winston,Mercy,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiSoldier: 76LucioMercyD.VaWinston
Dorado,Attack, FLA, BOS,0:48,25,5,1,3,1,B,AnaD.VaWinstonTracerWinstonMercy,WidowmakerMercyTracer,Ana,WidowmakerTracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Dorado,Attack, FLA, BOS,1:53,0,0,1,0,0,R,Tracer,,,WidowmakerTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, FLA, BOS,2:26,15,0,4,0,2,R,ZenyattaMercyWidowmakerD.Va,,WinstonSoldier: 76,WidowmakerTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, FLA, BOS,3:17,25,6,4,3,2,B,D.VaWidowmakerSoldier: 76ZenyattaD.VaWinstonZenyattaWidowmakerZenyattaTracer,WinstonMercyTracer,MercyTracer,WidowmakerTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, FLA, BOS,4:20,41,8,1,4,2,B,MercyWinstonTracerTracerD.VaZenyattaSoldier: 76MercyWinston,ZenyattaTracerWidowmakerMercy,ZenyattaSoldier: 76,WidowmakerTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Dorado,Attack, FLA, BOS,5:24,14,0,3,1,1,R,WinstonWidowmakerZenyatta,Winston,Winston,WidowmakerTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Dorado,Attack, FLA, BOS,6:16,7,0,2,0,0,R,MercyWinston,,,MccreeTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Dorado,Attack, FLA, BOS,6:51,40,2,7,3,2,R,MccreeWinstonMercyZenyattaMccreeWinstonTracerWinstonD.Va,MercyZenyattaTracer,MercyWinston,MccreeTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Dorado,Attack, FLA, BOS,7:57,25,2,7,2,3,R,ZenyattaJunkratD.VaZenyattaMercyTracerWinstonZenyattaWinston,WinstonTracer,ZenyattaGenjiTracer,JunkratTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Dorado,Defense, FLA, BOS,0:22,39,2,7,0,1,B,HanzoTracerTracerAnaMercyAnaD.VaWinstonSoldier: 76,,Mercy,Soldier: 76TracerAnaMercyD.VaWinston,HanzoTracerMercyZenyattaD.VaWinston
Dorado,Defense, FLA, BOS,1:22,35,1,8,1,2,B,HanzoAnaTracerSoldier: 76MercyWinstonD.VaAnaTracer,Mercy,ZenyattaTracer,Soldier: 76TracerAnaMercyD.VaWinston,HanzoTracerMercyZenyattaD.VaWinston
Dorado,Defense, FLA, BOS,2:28,27,2,7,0,1,B,GenjiZenyattaD.VaSoldier: 76ZenyattaZenyattaMercyWidowmakerWinston,,Tracer,WidowmakerSoldier: 76MercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Dorado,Defense, FLA, BOS,3:19,55,1,10,3,5,B,GenjiSoldier: 76D.VaWidowmakerZenyattaSoldier: 76WinstonMercyD.VaTracerMercy,WidowmakerMercyWinston,GenjiMercyWinstonZenyattaTracer,WidowmakerSoldier: 76MercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Dorado,Defense, FLA, BOS,4:38,29,3,8,3,2,B,ZenyattaWinstonSoldier: 76MercyZenyattaMercyGenjiTracerD.VaWinstonSoldier: 76,ZenyattaSoldier: 76Tracer,GenjiWinston,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,0:14,0,0,1,0,0,R,Tracer,,,WidowmakerPharahTracerMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,0:42,21,2,3,0,0,B,MercyTracerWidowmakerPharahWinston,,,WidowmakerPharahTracerMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,1:28,15,6,1,0,0,B,MercyZenyattaD.VaWidowmakerGenjiWinstonTracer,,,WidowmakerPharahTracerMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,2:08,39,0,8,4,3,R,TracerPharahReaperPharahWinstonMercyD.VaTracer,MercyTracerWinstonPharah,ZenyattaGenjiMercy,PharahReaperTracerMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,3:39,15,0,5,0,1,R,WinstonMercySombraReaperD.Va,,Tracer,ReaperSombraTracerMercyD.VaWinston,ReaperTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,4:32,67,11,8,5,3,R,SombraWinstonZenyattaD.VaWinstonReaperTracerWinstonMercyZenyattaD.VaReaperMercySombraTracerD.VaLucioWinstonTracer,MercySombraReaperTracerWinston,MercyZenyattaWinston,ReaperSombraTracerMercyD.VaWinston,ReaperTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,6:07,32,8,2,2,2,B,ZenyattaD.VaReaperD.VaMercyWinstonTracerTracerZenyattaD.Va,SombraMercy,ReaperTracer,ReaperSombraTracerMercyD.VaWinston,ReaperTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, FLA, BOS,6:42,26,5,1,2,0,B,WinstonMeiTracerD.VaZenyattaLucio,WinstonReaper,,ReaperSombraTracerMercyD.VaWinston,MeiTracerLucioZenyattaD.VaWinston
Temple of Anubis,Defense, FLA, BOS,0:16,0,0,1,0,0,R,Tracer,,,JunkratTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
