Map	Roundtype	Blue Team	Red Team	Ults Blue	Ults Red	Teamcomp Blue	Teamcomp Red
Ilios	Lighthouse	 SFS	 SHD		Mccree	PharahTracerLucioMercyD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Lighthouse	 SFS	 SHD	Pharah	WinstonTracer	PharahTracerLucioMercyD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Lighthouse	 SFS	 SHD	WinstonMercyTracerLucio	ZenyattaMercy	PharahTracerLucioMercyD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 SFS	 SHD			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 SFS	 SHD	TracerWinstonMercyZenyattaWidowmaker	MercyTracerWinstonWidowmaker	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 SFS	 SHD	Widowmaker	Zenyatta	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Numbani	Attack	 SFS	 SHD			PharahSoldier: 76MercyZenyattaD.VaWinston	Soldier: 76TracerAnaMercyD.VaWinston
Numbani	Attack	 SFS	 SHD	Soldier: 76Pharah	Soldier: 76AnaTracer	PharahSoldier: 76MercyZenyattaD.VaWinston	Soldier: 76TracerAnaMercyD.VaWinston
Numbani	Attack	 SFS	 SHD		Soldier: 76WinstonAna	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerAnaMercyD.VaWinston
Numbani	Attack	 SFS	 SHD			Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerAnaMercyD.VaWinston
Numbani	Attack	 SFS	 SHD	WinstonZenyatta	TracerMercy	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerAnaMercyD.VaWinston
Numbani	Attack	 SFS	 SHD	TracerMercy	AnaSoldier: 76	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerAnaMercyD.VaWinston
Numbani	Attack	 SFS	 SHD	Soldier: 76Tracer	WinstonTracerMercy	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Attack	 SFS	 SHD	WinstonMercyZenyattaSoldier: 76	Soldier: 76TracerZenyatta	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD	Soldier: 76	Soldier: 76	Soldier: 76TracerAnaMercyD.VaWinston	PharahSoldier: 76MercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD	MercyAna	PharahMercy	Soldier: 76TracerAnaMercyD.VaWinston	PharahSoldier: 76MercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD			Soldier: 76TracerAnaMercyD.VaWinston	PharahSoldier: 76MercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD			Soldier: 76TracerAnaMercyD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD	Winston	Soldier: 76	Soldier: 76TracerAnaMercyD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD	MercySoldier: 76Tracer	ZenyattaMercyWinston	Soldier: 76TracerAnaMercyD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD	Ana	Soldier: 76Tracer	Soldier: 76TracerAnaMercyD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD	Tracer		Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD	WinstonTracerSoldier: 76	ZenyattaMercySoldier: 76Winston	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD	Mercy	Tracer	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 SFS	 SHD	TracerZenyattaWinstonSoldier: 76	Soldier: 76MercyZenyatta	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Junkertown	Attack	 LDN	 PHI			WidowmakerReaperAnaMercyD.VaReinhardt	JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown	Attack	 LDN	 PHI			WidowmakerReaperAnaMercyD.VaReinhardt	JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown	Attack	 LDN	 PHI			WidowmakerReaperAnaMercyD.VaReinhardt	JunkratWidowmakerMercyZenyattaD.VaWinston
Junkertown	Attack	 LDN	 PHI	AnaReinhardt	Mercy	WidowmakerReaperAnaMercyD.VaReinhardt	WidowmakerGenjiMercyZenyattaD.VaWinston
Junkertown	Attack	 LDN	 PHI	Reaper	Zenyatta	WidowmakerReaperAnaMercyD.VaReinhardt	WidowmakerGenjiMercyZenyattaD.VaWinston
Junkertown	Attack	 LDN	 PHI		Widowmaker	MccreeReaperAnaMercyD.VaReinhardt	WidowmakerGenjiMercyZenyattaD.VaWinston
Junkertown	Attack	 LDN	 PHI	AnaMercyReaper	MercyZenyattaGenji	MccreeReaperAnaMercyD.VaReinhardt	WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown	Attack	 LDN	 PHI	Reinhardt	Reinhardt	GenjiMccreeLucioZenyattaD.VaReinhardt	WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown	Attack	 LDN	 PHI	Mccree		GenjiMccreeMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown	Attack	 LDN	 PHI	Zenyatta		GenjiTracerMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown	Attack	 LDN	 PHI	WinstonTracerZenyatta	WidowmakerReinhardtGenji	GenjiTracerMercyZenyattaD.VaWinston	WidowmakerGenjiMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI			LucioMoiraD.VaReinhardtRoadhogZarya	JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI			LucioMoiraD.VaReinhardtRoadhogZarya	JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI	ReinhardtRoadhog	Zenyatta	LucioMoiraD.VaReinhardtRoadhogZarya	JunkratWidowmakerMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI			WidowmakerLucioMoiraD.VaReinhardtRoadhog	WidowmakerTracerMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI			JunkratTracerMercyMoiraD.VaWinston	WidowmakerTracerMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI		WidowmakerReinhardt	GenjiTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI	TracerGenjiWinston	ZenyattaTracer	GenjiTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI	MercyTracerGenjiZenyatta	MercyReinhardtZenyattaTracer	GenjiTracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI	WinstonTracer		GenjiTracerMercyZenyattaD.VaWinston	MccreeTracerMercyZenyattaD.VaReinhardt
Junkertown	Defense	 LDN	 PHI			GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 LDN	 PHI		Mercy	GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 LDN	 PHI	GenjiZenyattaWinstonTracer	Zenyatta	GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 LDN	 PHI		Widowmaker	LucioMoiraD.VaReinhardtRoadhogZarya	JunkratWidowmakerMercyZenyattaD.VaOrisa
Horizon Lunar Colony	Attack	 LDN	 PHI		Junkrat	TracerLucioMoiraD.VaReinhardtZarya	JunkratWidowmakerMercyZenyattaD.VaOrisa
Horizon Lunar Colony	Attack	 LDN	 PHI	Zarya	Zenyatta	LucioMoiraD.VaReinhardtRoadhogZarya	JunkratWidowmakerMercyZenyattaD.VaOrisa
Horizon Lunar Colony	Attack	 LDN	 PHI	LucioReinhardt	OrisaMercyJunkrat	GenjiTracerLucioZenyattaD.VaReinhardt	JunkratWidowmakerMercyZenyattaD.VaOrisa
Horizon Lunar Colony	Attack	 LDN	 PHI			GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 LDN	 PHI	ZenyattaGenjiWinstonMercy	ZenyattaWinstonMercyTracer	GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 LDN	 PHI			Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerMercyMoiraD.VaWinston
Horizon Lunar Colony	Attack	 LDN	 PHI			Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 LDN	 PHI	Soldier: 76		Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony	Defense	 LDN	 PHI			JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony	Defense	 LDN	 PHI			JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony	Defense	 LDN	 PHI			JunkratWidowmakerMercyZenyattaOrisaRoadhog	WidowmakerGenjiLucioMercyD.VaWinston
Horizon Lunar Colony	Defense	 LDN	 PHI			JunkratWidowmakerMercyZenyattaOrisaRoadhog	WidowmakerGenjiLucioMercyD.VaWinston
Horizon Lunar Colony	Defense	 LDN	 PHI			JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony	Defense	 LDN	 PHI			JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony	Defense	 LDN	 PHI	JunkratWidowmaker	Mercy	JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony	Defense	 LDN	 PHI	RoadhogZenyattaOrisa	Winston	JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony	Defense	 LDN	 PHI	MercyJunkratWidowmaker	Lucio	JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerLucioMercyD.VaWinston
Ilios	Well	 LDN	 PHI	TracerMccreeTracer	TracerMercy	MccreeTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Well	 LDN	 PHI	Winston		MccreeTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Well	 LDN	 PHI			MccreeTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Well	 LDN	 PHI	MccreeTracerMercyWinstonMccreeTracer	WinstonPharahLucioTracerMercy	MccreeTracerMercyZenyattaD.VaWinston	PharahTracerLucioMercyD.VaWinston
Ilios	Ruins	 LDN	 PHI			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 LDN	 PHI			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 LDN	 PHI			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 LDN	 PHI	WidowmakerWinston	WidowmakerMercyWinston	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Numbani	Attack	 LDN	 PHI	Winston	AnaGenji	Soldier: 76TracerMercyZenyattaD.VaWinston	DoomfistGenjiAnaMercyD.VaWinston
Numbani	Attack	 LDN	 PHI	ZenyattaTracer		Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiSoldier: 76MercyMoiraD.VaWinston
Numbani	Attack	 LDN	 PHI	MercyWinstonSoldier: 76TracerZenyatta	MercyWinstonSoldier: 76	Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani	Attack	 LDN	 PHI			GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Numbani	Attack	 LDN	 PHI	TracerMercyWinston		GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Numbani	Defense	 LDN	 PHI			Soldier: 76TracerAnaMercyD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Numbani	Defense	 LDN	 PHI			Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Numbani	Defense	 LDN	 PHI	Tracer		Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Numbani	Defense	 LDN	 PHI	MercySoldier: 76	MercyTracer	Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Numbani	Defense	 LDN	 PHI	TracerZenyattaWinston	WinstonZenyattaGenjiTracer	Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Numbani	Defense	 LDN	 PHI	Soldier: 76TracerMercy	Mercy	Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerLucioMercyD.VaWinston
Numbani	Defense	 LDN	 PHI		Mercy	Soldier: 76TracerMercyZenyattaD.VaWinston	GenjiTracerLucioMercyD.VaWinston
Junkertown	Attack	 NYE	 HOU	WinstonJunkratMccreeZenyatta	MercyJunkratZenyattaMccreeWinston	JunkratMccreeMercyZenyattaD.VaWinston	JunkratMccreeMercyZenyattaD.VaWinston
Junkertown	Attack	 NYE	 HOU		Zenyatta	JunkratMccreeMercyZenyattaD.VaWinston	JunkratMccreeMercyZenyattaD.VaWinston
Junkertown	Attack	 NYE	 HOU	Zenyatta	WinstonMercy	JunkratMccreeMercyZenyattaD.VaWinston	JunkratTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 NYE	 HOU	MercyGenjiTracerZenyattaWinston	JunkratZenyatta	GenjiTracerMercyZenyattaD.VaWinston	JunkratTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 NYE	 HOU	ZenyattaWinston	MercyJunkrat	GenjiTracerMercyZenyattaD.VaWinston	JunkratTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 NYE	 HOU	GenjiMercyTracer		GenjiTracerMercyZenyattaD.VaWinston	JunkratWidowmakerMercyZenyattaD.VaOrisa
Junkertown	Attack	 NYE	 HOU			BastionHanzoWidowmakerMercyOrisaRoadhog	JunkratWidowmakerMercyD.VaOrisaRoadhog
Junkertown	Attack	 NYE	 HOU			BastionHanzoWidowmakerMercyOrisaRoadhog	JunkratWidowmakerMercyD.VaOrisaRoadhog
Junkertown	Attack	 NYE	 HOU		WidowmakerJunkratRoadhog	GenjiTracerMercyZenyattaD.VaWinston	JunkratWidowmakerMercyD.VaOrisaRoadhog
Junkertown	Defense	 NYE	 HOU	Junkrat	ZenyattaOrisa	JunkratTracerMercyZenyattaD.VaWinston	JunkratMccreeMercyZenyattaD.VaOrisa
Junkertown	Defense	 NYE	 HOU			JunkratTracerMercyZenyattaD.VaWinston	JunkratMccreeMercyZenyattaD.VaOrisa
Junkertown	Defense	 NYE	 HOU		MercyJunkrat	JunkratWidowmakerMercyZenyattaD.VaWinston	JunkratWidowmakerMercyZenyattaD.VaOrisa
Junkertown	Defense	 NYE	 HOU	Junkrat		JunkratWidowmakerMercyZenyattaD.VaWinston	JunkratWidowmakerMercyZenyattaD.VaOrisa
Junkertown	Defense	 NYE	 HOU	ZenyattaOrisa	BastionOrisa	JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionHanzoTracerMercyD.VaOrisa
Junkertown	Defense	 NYE	 HOU	Widowmaker	Mercy	JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionHanzoTracerMercyD.VaOrisa
Junkertown	Defense	 NYE	 HOU		Hanzo	JunkratWidowmakerMercyZenyattaOrisaRoadhog	BastionHanzoWidowmakerMercyD.VaOrisa
Temple of Anubis	Attack	 NYE	 HOU	GenjiZenyattaTracer	RoadhogZenyatta	GenjiTracerMercyZenyattaD.VaWinston	JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis	Attack	 NYE	 HOU			GenjiTracerMercyZenyattaD.VaWinston	JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis	Attack	 NYE	 HOU	MercyZenyattaWinston	JunkratMercyWinston	GenjiTracerMercyZenyattaD.VaWinston	JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis	Attack	 NYE	 HOU		Junkrat	GenjiTracerMercyZenyattaD.VaWinston	JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis	Attack	 NYE	 HOU			GenjiTracerMercyZenyattaD.VaWinston	JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis	Attack	 NYE	 HOU		RoadhogWinston	GenjiTracerMercyZenyattaD.VaWinston	JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis	Attack	 NYE	 HOU	MercyGenjiWinstonZenyatta	MercyJunkratZenyatta	GenjiTracerMercyZenyattaD.VaWinston	JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis	Attack	 NYE	 HOU			GenjiTracerMercyZenyattaD.VaWinston	JunkratWidowmakerSoldier: 76MercyD.VaOrisa
Temple of Anubis	Attack	 NYE	 HOU			GenjiTracerMercyZenyattaD.VaWinston	JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis	Defense	 NYE	 HOU	GenjiWinstonTracer	ZenyattaWinston	GenjiTracerMercyZenyattaD.VaWinston	PharahReaperMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 NYE	 HOU	Mercy	PharahMercy	GenjiTracerMercyZenyattaD.VaWinston	PharahReaperMercyZenyattaD.VaWinston
Temple of Anubis	Defense	 NYE	 HOU	Tracer	Roadhog	GenjiTracerMercyZenyattaD.VaWinston	PharahReaperMercyZenyattaD.VaRoadhog
Temple of Anubis	Defense	 NYE	 HOU			GenjiTracerMercyZenyattaD.VaWinston	PharahReaperMercyZenyattaD.VaRoadhog
Temple of Anubis	Defense	 NYE	 HOU			GenjiTracerMercyZenyattaD.VaWinston	JunkratWidowmakerMercyZenyattaD.VaRoadhog
Temple of Anubis	Defense	 NYE	 HOU	ZenyattaGenjiTracer	JunkratRoadhogMercyWidowmaker	GenjiTracerMercyZenyattaD.VaWinston	JunkratWidowmakerMercyZenyattaD.VaRoadhog
Temple of Anubis	Defense	 NYE	 HOU	RoadhogJunkratOrisaZenyattaMercy	ZenyattaMercyRoadhogWidowmaker	JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaD.VaRoadhog
Temple of Anubis	Defense	 NYE	 HOU	Widowmaker		JunkratWidowmakerMercyZenyattaOrisaRoadhog	JunkratWidowmakerMercyZenyattaD.VaRoadhog
Ilios	Well	 NYE	 HOU	MercyMccreeTracerZenyattaWinston	TracerZenyattaWinstonMercy	MccreeTracerMercyZenyattaD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Well	 NYE	 HOU		Mccree	MccreeTracerMercyZenyattaD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Well	 NYE	 HOU	Winston	MercyZenyatta	MccreeTracerMercyZenyattaD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Well	 NYE	 HOU	TracerMercyMccree	Tracer	MccreeTracerMercyZenyattaD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Well	 NYE	 HOU			MccreeTracerMercyZenyattaD.VaWinston	MccreeTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 NYE	 HOU	WinstonTracer	TracerWidowmaker	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 NYE	 HOU	TracerZenyatta	MercyWinston	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 NYE	 HOU	WidowmakerMercy	Widowmaker	WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 NYE	 HOU			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Ilios	Ruins	 NYE	 HOU			WidowmakerTracerMercyZenyattaD.VaWinston	WidowmakerTracerMercyZenyattaD.VaWinston
Numbani	Attack	 NYE	 HOU	ZenyattaSoldier: 76Mercy	MercyWinston	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Attack	 NYE	 HOU	Winston	Soldier: 76Tracer	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Attack	 NYE	 HOU	Pharah		MccreePharahMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Attack	 NYE	 HOU	MercyZenyatta	TracerMercy	MccreePharahMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Attack	 NYE	 HOU			MccreePharahMercyZenyattaD.VaWinston	PharahTracerAnaMercyD.VaWinston
Numbani	Attack	 NYE	 HOU			MccreePharahMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Attack	 NYE	 HOU			MccreePharahMercyZenyattaD.VaWinston	PharahTracerAnaMercyD.VaWinston
Numbani	Defense	 NYE	 HOU			JunkratMccreeMercyZenyattaD.VaWinston	PharahSoldier: 76AnaMercyD.VaWinston
Numbani	Defense	 NYE	 HOU			JunkratMccreeMercyZenyattaD.VaWinston	PharahSoldier: 76AnaMercyD.VaWinston
Numbani	Defense	 NYE	 HOU		Mercy	Soldier: 76TracerMercyZenyattaD.VaWinston	PharahSoldier: 76AnaMercyD.VaWinston
Numbani	Defense	 NYE	 HOU	ZenyattaMercyWinston	PharahAnaSoldier: 76Winston	Soldier: 76TracerMercyZenyattaD.VaWinston	PharahSoldier: 76AnaMercyD.VaWinston
Numbani	Defense	 NYE	 HOU	TracerSoldier: 76		Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 NYE	 HOU	ZenyattaMercyTracerWinston	Soldier: 76TracerMercyZenyattaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani	Defense	 NYE	 HOU	ZenyattaTracerSoldier: 76Mercy	TracerSoldier: 76ZenyattaMercyTracer	Soldier: 76TracerMercyZenyattaD.VaWinston	Soldier: 76TracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA	ZenyattaMercy	WinstonGenji	JunkratMccreeMercyZenyattaD.VaWinston	MeiGenjiTracerMercyD.VaWinston
Junkertown	Attack	 SEO	 GLA	WinstonJunkratMccree	ZenyattaTracer	JunkratMccreeMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA	JunkratMercy	Tracer	JunkratMccreeMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA	WidowmakerRoadhogZenyatta	ZenyattaMercyGenji	JunkratWidowmakerMercyZenyattaRoadhogWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA	Roadhog	Winston	JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA	WidowmakerJunkratMercyOrisa	Genji	JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA	Mei	MercyTracerZenyatta	JunkratMeiWidowmakerMercyOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA			JunkratMeiWidowmakerMercyOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA	WidowmakerMercyJunkratRoadhog	GenjiWinston	JunkratMeiWidowmakerMercyOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA	WinstonMercyZenyattaGenji	MercyGenjiTracerZenyattaWinston	GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA	Tracer		GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA	Genji	Winston	GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA	MercyZenyattaWinstonTracer	ZenyattaGenji	GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA	TracerGenji		GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerLucioZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA	WinstonZenyatta	TracerZenyattaGenjiWinston	GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerLucioZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA			GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerLucioZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA	MercyTracer	LucioGenji	GenjiTracerMercyZenyattaD.VaWinston	GenjiTracerLucioZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA			JunkratMeiWidowmakerMercyOrisaRoadhog	GenjiTracerLucioZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA	Widowmaker	MercyTracerGenji	JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Attack	 SEO	 GLA			JunkratWidowmakerMercyZenyattaOrisaRoadhog	GenjiTracerMercyZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA	Widowmaker		JunkratWidowmakerMercyZenyattaD.VaWinston	GenjiTracerLucioZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA			JunkratWidowmakerMercyZenyattaD.VaWinston	GenjiTracerLucioZenyattaD.VaWinston
Junkertown	Defense	 SEO	 GLA			JunkratWidowmakerMercyZenyattaD.VaWinston	GenjiTracerLucioZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 SEO	 GLA	WidowmakerMercyTracer	Junkrat	WidowmakerTracerMercyZenyattaD.VaWinston	JunkratGenjiMercyZenyattaD.VaWinston
Horizon Lunar Colony	Attack	 SEO	 GLA		Soldier: 76	WidowmakerTracerMercyZenyattaD.VaWinston	JunkratSoldier: 76MercyZenyattaD.VaWinston
Horizon Lunar Colony	Defense	 SEO	 GLA	TracerMercyWinstonReaperTracer	Soldier: 76WinstonAnaMercySoldier: 76	ReaperTracerMercyZenyattaD.VaWinston	Soldier: 76AnaMercyD.VaRoadhogWinston
